NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWP TRUST,AU000000BWP3,105.05,108.28,106.17,126.68,184.79,353.83,398.68,425.71,506.75,532.2,329.22,626.87,862.49,980.73,1293.23,1257.68,1498.38,1415.64,1432.97,1492.91,1657.6,1710.08,1987.55,1815.16,1741.45,1463.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMONWEALTH BK.OF AUS.,AU000000CBA7,14696.76,14688.81,21587.56,20213,19620.82,29662.81,34238.2,41937.98,51487.08,57330.77,29244.51,69882.09,84098.73,86323.02,107365.16,106093.7,117696.83,92682.49,107300.58,105673.91,93195.15,100407.41,120433.85,114165.87,128790.94,125254.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHALLENGER,AU000000CGF5,130.25,219.91,158.73,190.67,265.84,918.99,1430.52,1575.23,1895.82,1760.41,420.81,1754.07,2395.64,2679.53,2104.65,2827.73,2873.46,3040.6,4821.44,6150.63,3458.3,3659.31,3771.97,2910.6,3395.93,2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIMIC GROUP DEAD - DELIST.11/05/22,AU000000CIM7,1049.68,905.94,985.1,1287.51,1678.71,2228.93,2549.89,3691.42,5182.92,12765.52,3340.46,9646.03,9514.23,8984.13,7075.55,4830.49,5597.52,5720.69,8944.86,11828.04,11137.55,6179.74,6179.46,3689.07,4736.17,4471.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCHLEAR,AU000000COH5,321.43,729.73,1059.65,1078.09,1174.28,912.09,1192.51,1910.3,2367.71,3316.61,2023.87,2989.17,4459.67,3844.94,4054.19,2942.95,3850.06,3759.49,5665.9,7794.88,8104.52,9407.83,10477.95,9056.04,9866.75,12478.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTERSHARE,AU000000CPU5,807.13,2312.2,2348.32,911.56,622.45,1344.73,2859.3,2993.03,4398.79,3889.39,2465.67,5694.06,5698.85,4744.38,5776,5467.31,5011.25,4180.89,5321.36,6944.39,7063.06,6396.17,6147.18,8770.31,10220.78,9720.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARTER HALL RETAIL REIT,AU000000CQR9,228.16,230.96,216.22,218.08,475.81,715.92,1092.42,1749.25,2161.58,1814.46,157.71,823.9,968.86,1055.7,1357.45,1159.82,1289.72,1210.79,1312.59,1191.92,1327.53,1456.32,1578.49,1667.24,1652.04,1407.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSL,AU000000CSL8,1275.36,1949.91,2797.5,3640.68,1467.71,2625.39,5049.17,6195.66,10261.63,17430.11,14811.47,15900.14,20608.52,16727.65,28888.43,29770.04,32725.48,34552.73,39164.92,50565.77,62015.14,97156.44,96284.56,86758.51,102735.8,96197.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSR DEAD - DEAD.10/07/24,AU000000CSR5,2701.88,2301.96,2717.7,3194.58,3436.7,1285.11,1765.77,2908.49,2462.01,2538.9,1213.66,2213.99,2473.86,1093.76,1080.13,1354.44,1651.33,957.32,1672.61,1948.09,1118.48,1640.29,2089.11,1972.65,1718.64,2035.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEANAWAY WASTE MANAGEMENT,AU000000CWY3,,,,,,,,804,2071.16,2080.96,505.77,988.57,1355.9,1424.27,1245.31,1597.13,1110,869.53,1397.69,2227.29,2729.2,2682.49,3656.32,4226.03,4233.39,3768.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOWNER EDI,AU000000DOW2,181.91,135.04,161.07,360.47,284.83,798.01,1199.32,1683.52,1732.34,1489.77,737.08,2314.23,1348.6,1743.76,1986.82,1891.47,1434.52,955.6,2174.23,3081.71,3047.98,2947.51,2953.95,2695.76,1834.52,1929.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEXUS STAPLED UNITS,AU000000DXS1,591.59,556.8,496.9,453.22,648.78,861.41,2619.44,2819.36,3960.5,4141.39,1687.08,3462.11,4176.67,4680.81,5289.54,4226.23,5698.3,5130.39,6729.06,7245.18,8553.95,9540.79,7414.69,7724.27,6158.82,5323.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELDERS,AU000000ELD6,598.35,710.39,659.26,610.34,485.66,782.55,1155.92,1033.74,1212.86,1358.75,211.08,510.13,261.93,116.36,62.45,48.88,207.89,268.78,370.54,651.53,520.3,862.15,1323.16,1305.29,1015.04,931.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENERGY RES.OF AUS.,AU000000ERA9,167.76,200.25,202.87,159.36,203.59,384.5,1049.73,1759.08,3153.07,3573.91,2336.17,3148.78,2194.43,730.21,715.42,556.18,555.79,130.23,284.77,317.06,126.97,395.05,579.54,827.62,650.97,853.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLIGHT CENTRE TRAVEL GP.,AU000000FLT9,268.15,890.47,1160.75,1093.54,1155.82,1503.01,1172.74,735.39,1251.41,2333.82,423.34,1579.2,2372.34,2134.77,3237.39,4062.15,2926.47,2752.15,2259.09,4000,3143.9,2688.92,2288.4,2690.83,2660.09,3131.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOODMAN GROUP,AU000000GMG2,3.97,29.39,48.08,96.6,192.36,677.32,4137.72,5329.24,9584.94,6548.27,1060.43,3219.88,4724.76,5617.26,8197.64,7354.91,8871.52,7563.31,9635.84,10914.98,15356.71,18637.9,25509.68,30969.01,25957.18,33270.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPT GROUP STAPLED UNITS,AU000000GPT8,2410.31,2335.97,2370.84,2650.68,3285.69,4467.71,6020.9,6159.87,8659.53,6794.59,1823.89,4773.65,5784.42,5984.23,6996.31,5462.38,6590.53,6257.23,6455.61,6874.69,7672.37,8038.89,6340.21,6762.55,6120.29,5678.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWA GROUP,AU000000GWA4,432.47,403.06,302.84,363.2,432.02,624.88,675.89,614.84,790.59,751.39,434.77,767.02,1008.98,778.86,769.84,826.01,682.07,379.2,542.41,559.54,561,662.04,768.87,477.56,388.82,396.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HILLS DEAD - DELIST.29/08/23,AU000000HIL8,175.42,166.32,161.48,189.44,259.13,414.27,517.68,589.21,741.83,753.82,216.93,493.15,473.47,275.57,275.8,369.64,218.25,43.56,59.37,45.54,31.33,66.72,31.98,18.99,6.1,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARVEY NORMAN HOLDINGS,AU000000HVN7,2037.32,1905.01,2224.3,1863.12,1442.26,2202.28,2421.38,2509.43,3410.88,4814.79,1407.78,3325.54,3160.64,2399.61,2322.44,2891.12,3503.06,3378.38,4122.15,3742.23,2943.54,3775.34,5238.83,4496.32,3601.86,3693.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSURANCE AUS.GROUP,AU000000IAG3,,,2358.65,2284.81,2448.17,5503.64,8567.49,6538.79,8874.18,5946.78,4524.58,6849.79,7747.86,6448.87,11019.94,11299.09,11938.13,9165.63,10454.02,13253.56,12501.75,10928.63,9326.17,7790.17,7912.2,9643.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSIGNIA FINANCIAL,AU000000IFL2,,,,,,217.55,424.38,353.15,578.96,347.61,147.12,1073.08,1887.74,1405.71,1988.91,1843.19,2298.74,1680.11,2038.34,2855.68,1337.65,1671.93,1710.65,1756.2,1611.89,948.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGO,AU000000IGO4,,,,4.45,10.43,58.66,99.31,171.65,355.39,809.21,194.74,368.68,1069.58,1065.55,1159.95,768.68,965.68,880.61,1810.75,2188.51,1935,2359.12,3694.28,6473.24,7567.42,3485.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILUKA RESOURCES,AU000000ILU1,601.33,539.47,519.04,520.07,576.81,757.26,1176.36,1312.32,1160.16,952.82,1088,1238.31,4005.05,8050.44,4041.42,3276.07,2314.43,1863.2,2261.43,3185.48,2744.37,2753.03,2111.02,3274.21,3261.92,2011.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCITEC PIVOT,AU000000IPL1,,,,,,717.94,996.2,718.1,1459.89,5809.03,2053.86,4580.79,7475.53,5650.6,5408.28,4344.15,4866.6,3586.55,4794.72,4739.43,3903.83,3377.81,4149.97,4686.28,4727.95,3436.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRESS,AU000000IRE2,,,137.08,122.16,104.67,200.86,328.9,366.8,643.33,673.26,403.83,855.48,1159.35,943.24,1120.78,1269.22,1312.94,1075.29,1410.03,1556.64,1490.17,1634.49,1520.56,1562.15,1208.85,1008.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVOCARE DEAD - DELIST.27/11/23,AU000000IVC8,,,,,,166.83,241.75,296.74,430.05,547.49,310.34,496.67,755.06,925.19,1097.22,1023.45,1104.74,884.92,1090.22,1323.49,942.86,1041.68,1305.19,1223.25,1104.86,1191.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JB HI-FI,AU000000JBH7,,,,,,180.61,278.46,319.15,529.75,1207.14,645.47,1881.33,2154.99,1301.05,1127.43,1707.2,1376.68,1549.85,2427.1,2466.6,1863.59,3081.34,4495.05,3942.07,3559.77,4007.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAMES HARDIE INDUSTRIES CDI,AU000000JHX1,955.87,864.8,856.06,1395.02,1798.76,2354.7,2415.33,2999.39,3556.56,2497.07,1008.45,2855.68,2812.17,3485.02,4415,5293,4790.33,5167.16,6442.56,7855.3,5322.5,9304.03,13365.04,15404.98,10390.99,16622.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENDLEASE GROUP STAPLED UNITS,AU000000LLC3,6867.62,6299.37,3883.11,2831.91,2219.65,3183.04,4273.9,4250.33,5942.38,4930.58,1527.22,3622.26,5105.44,4560.83,6041.33,5400.44,7728.95,5082.13,6422.24,7093.15,5130.41,6814.94,6563.16,4990.85,4146.62,3327.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MACMAHON HOLDINGS,AU000000MAH3,48.16,24.91,12.01,18.56,28.41,84.83,161.35,263.96,359.68,654.04,115.18,380.69,450.75,590.74,416.35,141.19,54.18,80.58,135.52,380.69,352.33,410.8,445.6,260.75,260.8,239.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRVAC GROUP STAPLED UNITS,AU000000MGR9,,1032.38,1157.01,1182.91,1518.13,2367.54,3072.15,2633.25,4627.01,4508.5,1118.63,3849.8,4422.41,4579.38,5528.45,5528.47,6004.03,4969.9,5859.12,5972.8,6605.07,8893.7,7418.28,7183.89,6521.84,5513.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT GIBSON IRON,AU000000MGX7,4.61,2.47,2.13,12.07,13.27,38.25,111.07,211.53,467.36,2101.81,359.82,1252.87,2473.39,1620.49,967.19,1000.74,187.36,139.19,301.58,340.08,545.43,677.54,772,383.42,487.11,408.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONADELPHOUS GROUP,AU000000MND5,27.72,39.27,24.64,16.6,34.98,68.37,146.91,337.59,615.55,898.37,364.72,903.05,1774.13,2203.32,2430.86,1276.75,648.39,405.38,747.74,1276.19,1077.9,1085.33,942.64,611.36,917.85,896.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
