NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIC,JP3493400000,2056.76,2969.61,2186.57,1133.48,1333.33,1705.99,2058.12,3445.37,3292.27,3004.46,1367.91,1393.03,2121.33,1817.69,1834.6,2617.4,2384.63,2301.36,3018.43,3452.89,3008.47,2583.17,2411.74,2478.69,1756.03,1801.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAI NIPPON PRINTING,JP3493800001,10960.18,13017.65,10197.52,7094.28,7903.35,11359.81,11817.91,12958.67,11551.58,9929.33,6952.79,9453.66,9587,7225.29,5801.64,6681.68,6376.83,6187.5,6774.91,6777.38,7438.72,9082.56,6118.03,7552.22,7432.77,8266.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCREEN HOLDINGS,JP3494600004,593.15,1088.25,1005.55,508.04,761.21,1651.85,1515.64,2576.06,2027.08,1222.05,460.36,1182.33,2461.25,1939.16,1198.89,1304.47,1461.71,1849.21,3190.8,3904.79,2314.01,3035.43,4060.12,4966.69,3966.99,11222.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMITOMO PHARMA,JP3495000006,741.51,1065.87,2548.07,1304.13,1449.14,1291.27,1610.96,4401.82,4570.79,3134.98,3528,4109.91,3894.68,4461.36,5336.07,6524.29,4145.49,4372.94,6856.8,5473.08,9400.52,6948.52,6843.89,4295.27,2628.51,927.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDDI,JP3496400007,8276.18,27066.67,17161.66,6729.28,12992.35,23756.94,21610.59,22308.11,33789.43,30036,25318.28,24341.25,26060.88,27971.72,32910.78,49852.23,58089.29,71379.82,68810.44,63230.1,61330.5,73187.72,71529.8,75000.29,69619.14,71577.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI HC CAPITAL,JP3499800005,229.47,841.03,535.25,603.9,1074.42,1517.67,2297.76,2770.45,3027.16,2764.79,2054.21,3032.56,3573.76,4020.06,4118.28,4872.9,4087.02,4103.46,4597.7,5599.47,4578.95,5851.18,4782.2,7943.04,7443.81,10365.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESONA HOLDINGS,JP3500610005,2657.14,5491.76,2919.14,1550.04,2861.64,13369.33,22880.95,42491.82,31082.59,17000.71,18148.68,14452.75,12982.59,11547.59,11386.23,12619.32,12145.86,8997.34,12284.3,13418.92,10962.55,9874.45,8613.91,11444.43,12896.95,12884.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIWA SECURITIES GROUP,JP3502200003,4881.21,23354.41,12900.14,5761.33,6585.5,8697.3,8776.18,16120.18,16776.1,12134.27,6886.81,8574.31,9262.6,6371.3,10491.39,16156.26,12459.63,10550.23,11012.52,11534.98,8638.17,8782.12,8111.38,10576.89,7353.94,10686.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIWA HOUSE INDUSTRY,JP3505000004,5449.97,4373.83,3155.95,2592.48,3117.31,5209.13,6260.9,8913.8,9894.68,8147.88,5103.07,6525.56,7482.17,7600.46,10935.16,11856.11,12298.96,18657.95,18004.98,24437.45,20523.42,21848.84,20208.56,19624.36,15453.46,19608.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIBA BANK,JP3511800009,3326.39,3631.19,2926.35,2771.89,2611.46,3382.08,5410.04,7873.87,8349.93,6316.48,4820.83,5451.69,5676.87,5591.18,5476.11,5319.16,6017.27,4347.11,6061.48,7243.25,5315.12,4785.47,4678.24,5592.51,5940.32,6019.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHUGAI PHARM.,JP3519400000,2631.75,3820.25,3609.46,2556.34,4973.67,8664.94,8278.04,11199.76,12381.13,6550.91,10358.89,11060.93,10385.56,8976.21,11510.75,12391.21,16411.54,17147.13,18351.98,26941.94,35236.9,62558.36,83869.37,59235.15,43829.9,58932.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHUGOKU ELEC.POWER,JP3522200009,6291.01,4870.95,5087.68,4990.73,5557.18,6475,6983.94,7731.94,9133.75,7952.55,9217.62,7357.98,7664.88,6921.08,4693.42,4940.62,5175.19,5098.97,4083.16,4108.87,4973.09,5325.47,4713.47,2937.6,2023.6,2586.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHUBU ELEC.POWER,JP3526600006,13969.07,11406.21,12370.29,11581.87,13342.18,15924.48,17362.71,17830.32,28069.47,20056.91,20415.05,19884.83,19541.75,14059.65,9327.6,8846.97,9320.54,10102.12,10130.97,9507.07,11543.85,10827.08,9548.22,7391.91,7999,10054.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIYODA CORPORATION,JP3528600004,385.44,371.16,147.68,184.59,441.5,1082.69,1583.41,5142.07,4056.89,2065.32,1347.12,2321.83,2367.88,3169.4,3024.69,3807.51,2110.68,1846.51,1711.84,2272.8,796.95,865.57,903.42,843.95,801.33,624.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSUMURA,JP3535800001,248.42,267.32,186.02,211.88,491.96,809.01,1151.06,1942.31,1595.45,1420.54,2159.93,2276.95,2232,2062.94,2334.76,1735.1,1636.39,1956.55,2080.96,2507.8,2255.44,2157.14,2594.64,2241.61,1529.96,1521.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDK,JP3538800008,10824.96,13392.68,10606.03,5622.46,5433.14,9102.34,9606.49,9397.89,10818.1,8544.97,5334.75,7686.1,9222.18,6203.08,4546.31,5400.93,8340.3,6899.54,8729.44,10982.05,10142.43,14248.76,19230.01,15391.39,14055.57,19967.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T & D HOLDINGS,JP3539220008,,,,,,,11357.89,17224.41,16414.5,13054.1,7652.42,7084.77,9517.29,7268.64,8276.31,8407.23,7958.8,6656.68,10337.87,11377.22,8071.49,7432.81,8174.71,9347.82,9029.43,8583.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THK,JP3539250005,1641.87,5362.09,2663.78,1651.01,1351.43,2172.29,2481.05,3853.27,3112.47,2454.23,1824.12,2639.39,3727.41,2905.92,2233.1,2888.89,3147.92,2069.37,3275.16,5126.67,3284.37,3549.6,4429.53,3181.67,2661.55,2361.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEIJIN,JP3544000007,3428.96,3535.38,4013.27,2793.82,2202.51,2692.51,3627.83,6400.7,4908.66,3555.99,2172.1,3052.57,4974.92,3138.21,2144.68,2283.3,3193.72,3324.18,3892.35,4010.88,3284.34,3765.22,3714.5,2381.19,1986.4,1824.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERUMO,JP3546800008,4228.72,5612.34,4034.51,2116.57,3084.49,4497.36,6382.84,6091.12,8144.57,11392.82,6977.01,11799.23,11293.5,8866.66,8138.29,8424.46,9986.97,12981.58,13755.02,17411.9,21210.24,27267.33,31766.43,27362.68,21915.76,25636.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENA,JP3548610009,,,,,,,,1438.51,1657.98,2981.02,1473.07,3507.7,5270.4,4497.89,5039.94,2702.97,1791.68,2206.44,3321.77,3047.39,2374.38,2106.05,2553.23,2022.4,1789.79,1261.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENKA,JP3549600009,711.23,1360.46,1540.17,907.8,1154.18,1478.96,1679.01,2189.67,2109.84,1888.9,988.66,2133.99,2463.21,2072.49,1752.59,1767.9,1796.95,1728.19,2354.06,3237.67,2686.81,2460.44,3354.48,2797.8,1796.15,1461.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC.POWER DEV.,JP3551200003,,,,,,,4254.65,4926.56,8421.32,6108.77,5983.99,5116.75,5111.68,4430.73,3650.91,4839.91,6122.84,6179.13,4452.72,4762.64,4598.16,4228.81,2969.71,3134.24,2980.53,3179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENSO,JP3551500006,17032.86,19694,19304.28,12912.96,13601.05,17765.16,22398.09,34148.07,33485.5,31427.27,17028.78,24931.19,32852.61,27885.85,35093.36,44802.35,40192.32,34088.91,34435.8,46952.27,33375.72,32508.32,50250.96,58211.56,44150.59,53735.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENTSU GROUP,JP3551520004,,,,5569.71,4388.6,6855.71,7408,9591.06,8139.29,6027.69,4541.22,6272.84,8739.59,9082.22,7938.73,10891.36,11389.05,14936.22,13337.31,12075.35,13217.62,9615.84,9995.15,10490.58,8429.47,7234.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOKAI CARBON,JP3560800009,442.69,338.89,453.78,297.87,314.32,508.77,793.68,1161.73,1550.12,1601.47,889.16,1132.77,1374.05,1208.39,902.57,704.22,653.93,572.86,835.79,3011.73,3027.11,2104.45,3248.36,2242.49,1856.17,1567.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL JAPAN RAILWAY,JP3566800003,11859.39,14051.64,13011.23,11736.08,13836.82,20298,18945.58,22579.29,25248.84,20989.15,14431.08,15975.81,18746.72,18121.72,18233.01,21977.48,34001.56,38994.11,33030.1,38138.34,44341.9,41575.3,32580.29,26767.19,24085.25,26259.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOKYO ELECTRON,JP3571400005,7884.74,27155.66,11704.05,9533.81,7781.31,11829.56,10501.01,13340.6,12663.92,10215.09,7080.06,10752.56,12041.45,9490.98,7566.63,9440.92,12743.8,9596.52,16619.71,28364.18,23873.57,36646.65,60400.96,75520.82,55951.24,90785.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOKYO GAS,JP3573000001,6891.3,5858.5,7555.67,7256.51,8445.48,10921.04,11278.37,12259.01,15861.15,12317.32,11661.97,11346.34,11995.66,12165.02,12030.83,11846.99,14606.24,11414.97,10224.65,11090.25,11956.77,9900.64,9766.19,8811.88,9088.82,9714.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOKYU,JP3574200006,2771.39,2634.41,4960,3028.32,3808.93,5991.46,6482.02,8285.08,8963.28,7470.34,5491.18,5231.7,5754.1,6196.01,6926.96,7725.91,8284.7,10060.71,9008.64,10139.04,10407.36,11122.7,8288.94,8494.17,7684.4,7262.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOKYO STEEL MNFG.,JP3579800008,690.85,503.9,463.72,441.03,529.27,1300.77,2318.53,2679.52,2358.32,1557.7,1649.19,1603.39,1711.74,1206.14,881.71,764.59,1136.08,1028.33,1409.3,1277.18,1284.25,1199.27,1098.31,1545.86,1710.79,1824.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOKYO TATEMONO,JP3582600007,375.69,408.3,353.91,300.53,343.77,970.95,1801.39,3208.74,4233.58,2535.76,1003.7,1701.03,2056.3,1672.97,2002.45,3885.09,3121.86,2132.27,2965.53,3351.64,2644.95,3406.89,3050.3,3139.65,2526.04,3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOKYO ELECTRIC POWER CO. HDG.,JP3585800000,29285.15,30576.76,29963.96,25415.94,25847.74,30327.31,32137.08,33748.63,50345,34451.39,40698.28,36804.14,40280.3,4138.77,3517.13,7688.02,6359.47,8253.78,6056.92,6118.05,9839.33,6602.28,6079.75,4986.36,5620.19,8286.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBS HOLDINGS,JP3588600001,1995.65,8049.86,5155.31,2547.64,2435.02,2914.07,3043.05,5089,6968.17,4232.5,2478.69,2810.92,2550.85,2690.06,2204.48,2060.57,2008.03,3181.64,3383.47,4430.17,3013.3,3345.39,3791.88,2768.21,1949.35,4603.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
